2.8,2.89,2.74,0.075,5,0.025
2.37,2.42,2.22,0.1,6,0.03
2.03,2.07,2,0.035,7,0.035
1.78,1.81,1.75,0.03,8,0.04
1.58,1.61,1.54,0.035,9,0.045
