2.74,2.78,2.7,0.04,6,0.03
2.36,2.39,2.33,0.03,7,0.035
2.07,2.1,2.04,0.03,8,0.04
1.84,1.87,1.81,0.03,9,0.045
1.65,1.7,1.63,0.035,10,0.05
