1.4,1.42,1.38,0.02,5,0.025
1.2,1.24,1.15,0.045,6,0.03
1.04,1.06,1.02,0.02,7,0.035
0.93,0.95,0.91,0.02,8,0.04
0.84,0.86,0.82,0.02,9,0.045
